UserID,Age,Gender,VRHeadset,Duration,MotionSickness,ImmersionLevel,AgeGroup,DurationCategory,ComfortScore
325,31,Female,Playstation Vr,16.05,6,2,Middle (30-44),Short (<20 min),3.47
326,47,Other,Oculus Rift,5.99,5,2,Senior (45+),Short (<20 min),4.03
327,47,Male,Oculus Rift,53.94,2,1,Senior (45+),Long (>40 min),4.44
328,34,Female,Playstation Vr,44.54,8,3,Middle (30-44),Long (>40 min),3.61
329,35,Male,Htc Vive,41.85,7,5,Middle (30-44),Long (>40 min),6.67
330,21,Other,Htc Vive,30.67,7,3,Young (18-29),Medium (20-40 min),4.17
331,38,Female,Oculus Rift,5.2,7,1,Middle (30-44),Short (<20 min),1.67
332,19,Female,Playstation Vr,47.81,3,4,Young (18-29),Long (>40 min),7.64
333,33,Male,Oculus Rift,54.4,8,1,Middle (30-44),Long (>40 min),1.11
334,21,Other,Oculus Rift,24.55,2,4,Young (18-29),Medium (20-40 min),8.19
335,34,Other,Oculus Rift,59.1,10,2,Middle (30-44),Long (>40 min),1.25
336,33,Male,Htc Vive,36.32,7,4,Middle (30-44),Medium (20-40 min),5.42
337,35,Male,Oculus Rift,30.57,8,3,Middle (30-44),Medium (20-40 min),3.61
338,28,Male,Htc Vive,39.66,6,3,Young (18-29),Medium (20-40 min),4.72
339,56,Other,Htc Vive,53.72,3,4,Senior (45+),Long (>40 min),7.64
340,59,Male,Oculus Rift,51.29,7,2,Senior (45+),Long (>40 min),2.92
341,24,Male,Playstation Vr,42.23,2,3,Young (18-29),Long (>40 min),6.94
342,49,Male,Oculus Rift,56.66,10,5,Senior (45+),Long (>40 min),5.0
343,18,Male,Playstation Vr,36.62,8,2,Young (18-29),Medium (20-40 min),2.36
344,46,Female,Htc Vive,13.79,4,2,Senior (45+),Short (<20 min),4.58
345,41,Other,Oculus Rift,10.76,3,5,Middle (30-44),Short (<20 min),8.89
346,24,Male,Playstation Vr,27.64,7,4,Young (18-29),Medium (20-40 min),5.42
347,40,Male,Oculus Rift,11.58,7,1,Middle (30-44),Short (<20 min),1.67
348,31,Male,Playstation Vr,18.39,1,2,Middle (30-44),Short (<20 min),6.25
349,22,Other,Oculus Rift,44.51,1,3,Young (18-29),Long (>40 min),7.5
350,49,Female,Htc Vive,28.11,10,3,Senior (45+),Medium (20-40 min),2.5
351,20,Female,Playstation Vr,28.12,5,2,Young (18-29),Medium (20-40 min),4.03
352,50,Other,Playstation Vr,35.4,10,4,Senior (45+),Medium (20-40 min),3.75
353,29,Male,Oculus Rift,31.47,5,4,Young (18-29),Medium (20-40 min),6.53
354,53,Female,Oculus Rift,31.29,10,1,Senior (45+),Medium (20-40 min),0.0
355,18,Female,Oculus Rift,25.35,1,1,Young (18-29),Medium (20-40 min),5.0
356,49,Other,Htc Vive,49.46,10,3,Senior (45+),Long (>40 min),2.5
357,50,Male,Playstation Vr,32.79,3,4,Senior (45+),Medium (20-40 min),7.64
358,26,Male,Htc Vive,40.23,1,5,Young (18-29),Long (>40 min),10.0
359,25,Other,Htc Vive,15.66,9,5,Young (18-29),Short (<20 min),5.56
360,23,Other,Htc Vive,28.3,6,3,Young (18-29),Medium (20-40 min),4.72
361,24,Female,Htc Vive,20.44,9,2,Young (18-29),Medium (20-40 min),1.81
362,40,Male,Htc Vive,17.96,1,3,Middle (30-44),Short (<20 min),7.5
363,30,Male,Playstation Vr,25.46,7,4,Middle (30-44),Medium (20-40 min),5.42
364,28,Male,Playstation Vr,38.96,4,3,Young (18-29),Medium (20-40 min),5.83
365,35,Male,Playstation Vr,51.15,1,5,Middle (30-44),Long (>40 min),10.0
366,27,Female,Oculus Rift,25.72,4,3,Young (18-29),Medium (20-40 min),5.83
367,44,Other,Oculus Rift,52.83,2,5,Middle (30-44),Long (>40 min),9.44
368,26,Female,Htc Vive,26.89,8,5,Young (18-29),Medium (20-40 min),6.11
369,54,Male,Playstation Vr,21.01,5,4,Senior (45+),Medium (20-40 min),6.53
370,58,Other,Playstation Vr,23.82,2,2,Senior (45+),Medium (20-40 min),5.69
371,55,Other,Htc Vive,24.07,3,3,Senior (45+),Medium (20-40 min),6.39
372,29,Male,Playstation Vr,12.25,4,2,Young (18-29),Short (<20 min),4.58
373,51,Other,Htc Vive,18.6,8,5,Senior (45+),Short (<20 min),6.11
374,54,Female,Oculus Rift,19.1,4,3,Senior (45+),Short (<20 min),5.83
375,44,Other,Playstation Vr,35.45,8,3,Middle (30-44),Medium (20-40 min),3.61
376,37,Other,Oculus Rift,30.08,2,3,Middle (30-44),Medium (20-40 min),6.94
377,31,Male,Playstation Vr,7.38,2,5,Middle (30-44),Short (<20 min),9.44
378,44,Other,Htc Vive,10.61,3,2,Middle (30-44),Short (<20 min),5.14
379,26,Other,Oculus Rift,22.04,3,2,Young (18-29),Medium (20-40 min),5.14
380,57,Female,Htc Vive,52.09,9,5,Senior (45+),Long (>40 min),5.56
381,30,Other,Htc Vive,48.53,9,1,Middle (30-44),Long (>40 min),0.56
382,19,Male,Playstation Vr,6.03,8,2,Young (18-29),Short (<20 min),2.36
383,50,Other,Htc Vive,30.6,1,2,Senior (45+),Medium (20-40 min),6.25
384,49,Other,Oculus Rift,30.99,1,2,Senior (45+),Medium (20-40 min),6.25
385,56,Other,Oculus Rift,58.41,6,5,Senior (45+),Long (>40 min),7.22
386,39,Other,Oculus Rift,34.31,1,3,Middle (30-44),Medium (20-40 min),7.5
387,28,Other,Htc Vive,9.62,7,4,Young (18-29),Short (<20 min),5.42
388,19,Male,Playstation Vr,27.12,5,5,Young (18-29),Medium (20-40 min),7.78
389,30,Female,Oculus Rift,15.62,6,3,Middle (30-44),Short (<20 min),4.72
390,30,Other,Playstation Vr,11.73,9,2,Middle (30-44),Short (<20 min),1.81
391,60,Male,Playstation Vr,49.66,8,3,Senior (45+),Long (>40 min),3.61
392,49,Other,Htc Vive,48.41,3,1,Senior (45+),Long (>40 min),3.89
393,58,Other,Oculus Rift,9.24,5,4,Senior (45+),Short (<20 min),6.53
394,39,Male,Htc Vive,54.24,5,4,Middle (30-44),Long (>40 min),6.53
395,36,Other,Htc Vive,21.35,5,2,Middle (30-44),Medium (20-40 min),4.03
396,52,Other,Playstation Vr,50.59,9,2,Senior (45+),Long (>40 min),1.81
397,18,Other,Oculus Rift,27.46,8,3,Young (18-29),Medium (20-40 min),3.61
398,42,Female,Htc Vive,50.54,3,3,Middle (30-44),Long (>40 min),6.39
399,54,Female,Playstation Vr,28.56,7,2,Senior (45+),Medium (20-40 min),2.92
400,33,Male,Playstation Vr,16.92,6,2,Middle (30-44),Short (<20 min),3.47
401,40,Other,Playstation Vr,54.09,7,4,Middle (30-44),Long (>40 min),5.42
402,51,Male,Playstation Vr,5.6,10,2,Senior (45+),Short (<20 min),1.25
403,31,Other,Oculus Rift,21.58,3,3,Middle (30-44),Medium (20-40 min),6.39
404,20,Female,Oculus Rift,17.42,5,2,Young (18-29),Short (<20 min),4.03
405,33,Male,Oculus Rift,34.48,4,3,Middle (30-44),Medium (20-40 min),5.83
406,54,Male,Playstation Vr,35.31,7,4,Senior (45+),Medium (20-40 min),5.42
407,39,Female,Htc Vive,43.31,6,5,Middle (30-44),Long (>40 min),7.22
408,49,Male,Htc Vive,39.63,5,3,Senior (45+),Medium (20-40 min),5.28
409,36,Other,Oculus Rift,59.55,1,5,Middle (30-44),Long (>40 min),10.0
410,41,Other,Htc Vive,23.12,9,1,Middle (30-44),Medium (20-40 min),0.56
411,29,Female,Htc Vive,8.65,2,1,Young (18-29),Short (<20 min),4.44
412,54,Male,Playstation Vr,37.21,6,3,Senior (45+),Medium (20-40 min),4.72
413,25,Other,Playstation Vr,50.71,8,2,Young (18-29),Long (>40 min),2.36
414,53,Male,Htc Vive,54.46,9,2,Senior (45+),Long (>40 min),1.81
415,35,Male,Htc Vive,14.68,10,5,Middle (30-44),Short (<20 min),5.0
416,40,Female,Playstation Vr,58.21,2,4,Middle (30-44),Long (>40 min),8.19
417,32,Other,Htc Vive,24.67,10,5,Middle (30-44),Medium (20-40 min),5.0
418,55,Other,Htc Vive,34.8,5,1,Senior (45+),Medium (20-40 min),2.78
419,56,Female,Oculus Rift,42.22,3,1,Senior (45+),Long (>40 min),3.89
420,24,Male,Playstation Vr,11.57,4,1,Young (18-29),Short (<20 min),3.33
421,44,Female,Htc Vive,25.46,5,1,Middle (30-44),Medium (20-40 min),2.78
422,20,Other,Htc Vive,31.13,8,2,Young (18-29),Medium (20-40 min),2.36
423,51,Male,Htc Vive,41.78,1,1,Senior (45+),Long (>40 min),5.0
424,41,Female,Oculus Rift,38.96,1,2,Middle (30-44),Medium (20-40 min),6.25
425,53,Female,Oculus Rift,52.57,10,1,Senior (45+),Long (>40 min),0.0
426,34,Female,Oculus Rift,26.76,6,3,Middle (30-44),Medium (20-40 min),4.72
427,35,Other,Htc Vive,22.49,10,1,Middle (30-44),Medium (20-40 min),0.0
428,38,Other,Oculus Rift,53.77,1,2,Middle (30-44),Long (>40 min),6.25
429,22,Male,Htc Vive,21.98,8,1,Young (18-29),Medium (20-40 min),1.11
430,29,Other,Oculus Rift,36.92,8,1,Young (18-29),Medium (20-40 min),1.11
431,31,Female,Htc Vive,45.62,4,2,Middle (30-44),Long (>40 min),4.58
432,60,Female,Htc Vive,43.5,7,5,Senior (45+),Long (>40 min),6.67
433,42,Male,Oculus Rift,51.0,4,1,Middle (30-44),Long (>40 min),3.33
434,60,Male,Oculus Rift,43.7,7,3,Senior (45+),Long (>40 min),4.17
435,34,Female,Oculus Rift,22.85,3,3,Middle (30-44),Medium (20-40 min),6.39
436,45,Other,Oculus Rift,33.12,7,4,Senior (45+),Medium (20-40 min),5.42
437,42,Other,Htc Vive,12.72,7,5,Middle (30-44),Short (<20 min),6.67
438,39,Female,Playstation Vr,5.16,6,5,Middle (30-44),Short (<20 min),7.22
439,38,Other,Htc Vive,36.96,9,1,Middle (30-44),Medium (20-40 min),0.56
440,54,Female,Playstation Vr,14.25,7,1,Senior (45+),Short (<20 min),1.67
441,27,Other,Playstation Vr,39.43,1,3,Young (18-29),Medium (20-40 min),7.5
442,48,Female,Playstation Vr,22.97,9,5,Senior (45+),Medium (20-40 min),5.56
443,20,Male,Htc Vive,23.92,9,5,Young (18-29),Medium (20-40 min),5.56
444,20,Male,Htc Vive,59.1,1,2,Young (18-29),Long (>40 min),6.25
445,39,Female,Playstation Vr,58.33,1,5,Middle (30-44),Long (>40 min),10.0
446,50,Female,Htc Vive,26.44,1,5,Senior (45+),Medium (20-40 min),10.0
447,25,Other,Playstation Vr,19.77,4,1,Young (18-29),Short (<20 min),3.33
448,29,Other,Playstation Vr,12.05,3,5,Young (18-29),Short (<20 min),8.89
449,28,Male,Oculus Rift,49.27,1,2,Young (18-29),Long (>40 min),6.25
450,35,Other,Playstation Vr,52.25,7,2,Middle (30-44),Long (>40 min),2.92
451,35,Male,Htc Vive,40.85,5,3,Middle (30-44),Long (>40 min),5.28
452,37,Male,Playstation Vr,7.14,10,4,Middle (30-44),Short (<20 min),3.75
453,30,Male,Playstation Vr,15.69,4,4,Middle (30-44),Short (<20 min),7.08
454,52,Male,Oculus Rift,7.41,5,4,Senior (45+),Short (<20 min),6.53
455,57,Male,Oculus Rift,9.4,10,4,Senior (45+),Short (<20 min),3.75
456,36,Female,Playstation Vr,31.49,10,3,Middle (30-44),Medium (20-40 min),2.5
457,25,Other,Oculus Rift,52.39,7,2,Young (18-29),Long (>40 min),2.92
458,20,Other,Playstation Vr,30.17,9,5,Young (18-29),Medium (20-40 min),5.56
459,32,Female,Htc Vive,30.65,2,4,Middle (30-44),Medium (20-40 min),8.19
460,47,Female,Playstation Vr,38.72,3,4,Senior (45+),Medium (20-40 min),7.64
461,24,Male,Oculus Rift,37.44,6,2,Young (18-29),Medium (20-40 min),3.47
462,57,Other,Htc Vive,23.19,5,1,Senior (45+),Medium (20-40 min),2.78
463,41,Male,Htc Vive,23.4,9,5,Middle (30-44),Medium (20-40 min),5.56
464,24,Male,Htc Vive,57.87,6,5,Young (18-29),Long (>40 min),7.22
465,59,Female,Htc Vive,10.55,6,1,Senior (45+),Short (<20 min),2.22
466,32,Female,Htc Vive,52.69,3,1,Middle (30-44),Long (>40 min),3.89
467,43,Other,Oculus Rift,13.72,6,1,Middle (30-44),Short (<20 min),2.22
468,18,Other,Playstation Vr,10.71,8,3,Young (18-29),Short (<20 min),3.61
469,31,Other,Playstation Vr,49.03,5,2,Middle (30-44),Long (>40 min),4.03
470,41,Other,Htc Vive,16.71,2,2,Middle (30-44),Short (<20 min),5.69
471,59,Other,Htc Vive,32.2,7,3,Senior (45+),Medium (20-40 min),4.17
472,42,Female,Oculus Rift,42.66,6,4,Middle (30-44),Long (>40 min),5.97
473,38,Male,Htc Vive,32.41,5,5,Middle (30-44),Medium (20-40 min),7.78
474,29,Male,Htc Vive,15.8,4,4,Young (18-29),Short (<20 min),7.08
475,50,Female,Oculus Rift,56.3,10,5,Senior (45+),Long (>40 min),5.0
476,60,Other,Playstation Vr,25.72,7,1,Senior (45+),Medium (20-40 min),1.67
477,38,Female,Oculus Rift,17.47,6,2,Middle (30-44),Short (<20 min),3.47
478,57,Female,Playstation Vr,55.71,6,1,Senior (45+),Long (>40 min),2.22
479,52,Other,Playstation Vr,17.54,1,3,Senior (45+),Short (<20 min),7.5
480,43,Female,Htc Vive,53.39,7,1,Middle (30-44),Long (>40 min),1.67
481,37,Female,Oculus Rift,40.2,7,3,Middle (30-44),Long (>40 min),4.17
482,38,Other,Oculus Rift,53.53,1,4,Middle (30-44),Long (>40 min),8.75
483,48,Other,Htc Vive,27.03,10,2,Senior (45+),Medium (20-40 min),1.25
484,53,Female,Oculus Rift,27.32,2,2,Senior (45+),Medium (20-40 min),5.69
485,19,Female,Oculus Rift,7.75,4,3,Young (18-29),Short (<20 min),5.83
486,29,Male,Htc Vive,29.37,9,2,Young (18-29),Medium (20-40 min),1.81
487,57,Other,Oculus Rift,33.15,4,3,Senior (45+),Medium (20-40 min),5.83
488,22,Female,Playstation Vr,36.94,8,2,Young (18-29),Medium (20-40 min),2.36
489,50,Other,Oculus Rift,11.85,4,2,Senior (45+),Short (<20 min),4.58
490,33,Other,Htc Vive,6.19,10,1,Middle (30-44),Short (<20 min),0.0
491,38,Other,Oculus Rift,53.18,4,1,Middle (30-44),Long (>40 min),3.33
492,52,Male,Oculus Rift,58.95,6,3,Senior (45+),Long (>40 min),4.72
493,58,Other,Htc Vive,19.46,8,5,Senior (45+),Short (<20 min),6.11
494,49,Other,Playstation Vr,9.83,10,3,Senior (45+),Short (<20 min),2.5
495,28,Female,Oculus Rift,5.85,10,3,Young (18-29),Short (<20 min),2.5
496,54,Other,Htc Vive,34.24,3,5,Senior (45+),Medium (20-40 min),8.89
497,58,Male,Htc Vive,34.2,2,4,Senior (45+),Medium (20-40 min),8.19
498,60,Male,Htc Vive,55.78,1,2,Senior (45+),Long (>40 min),6.25
499,42,Other,Oculus Rift,38.8,1,2,Middle (30-44),Medium (20-40 min),6.25
500,18,Male,Playstation Vr,57.23,6,3,Young (18-29),Long (>40 min),4.72
501,50,Other,Htc Vive,49.84,9,1,Senior (45+),Long (>40 min),0.56
502,50,Male,Playstation Vr,18.31,3,4,Senior (45+),Short (<20 min),7.64
503,42,Female,Oculus Rift,10.5,7,3,Middle (30-44),Short (<20 min),4.17
504,38,Other,Playstation Vr,48.51,2,1,Middle (30-44),Long (>40 min),4.44
505,25,Female,Oculus Rift,42.49,3,1,Young (18-29),Long (>40 min),3.89
506,38,Female,Htc Vive,43.61,6,5,Middle (30-44),Long (>40 min),7.22
507,60,Female,Oculus Rift,36.69,6,1,Senior (45+),Medium (20-40 min),2.22
508,25,Female,Htc Vive,41.75,9,1,Young (18-29),Long (>40 min),0.56
509,27,Other,Playstation Vr,33.74,5,3,Young (18-29),Medium (20-40 min),5.28
510,42,Male,Oculus Rift,16.05,9,3,Middle (30-44),Short (<20 min),3.06
511,22,Male,Htc Vive,42.64,3,4,Young (18-29),Long (>40 min),7.64
512,55,Female,Oculus Rift,57.71,9,2,Senior (45+),Long (>40 min),1.81
513,26,Male,Playstation Vr,44.66,5,1,Young (18-29),Long (>40 min),2.78
514,32,Female,Oculus Rift,5.69,9,5,Middle (30-44),Short (<20 min),5.56
515,60,Other,Oculus Rift,45.65,5,2,Senior (45+),Long (>40 min),4.03
516,25,Female,Playstation Vr,45.6,1,1,Young (18-29),Long (>40 min),5.0
517,34,Female,Playstation Vr,31.2,9,3,Middle (30-44),Medium (20-40 min),3.06
518,52,Male,Htc Vive,28.05,2,5,Senior (45+),Medium (20-40 min),9.44
519,44,Female,Htc Vive,11.9,1,4,Middle (30-44),Short (<20 min),8.75
520,32,Other,Playstation Vr,41.47,3,3,Middle (30-44),Long (>40 min),6.39
521,26,Other,Playstation Vr,23.97,9,1,Young (18-29),Medium (20-40 min),0.56
522,57,Male,Oculus Rift,10.5,4,1,Senior (45+),Short (<20 min),3.33
523,37,Other,Playstation Vr,18.83,4,2,Middle (30-44),Short (<20 min),4.58
524,54,Female,Playstation Vr,50.75,7,5,Senior (45+),Long (>40 min),6.67
525,26,Male,Htc Vive,21.97,7,5,Young (18-29),Medium (20-40 min),6.67
526,33,Male,Htc Vive,35.45,8,2,Middle (30-44),Medium (20-40 min),2.36
527,32,Female,Htc Vive,12.29,9,1,Middle (30-44),Short (<20 min),0.56
528,44,Male,Htc Vive,36.56,10,1,Middle (30-44),Medium (20-40 min),0.0
529,44,Female,Htc Vive,33.36,2,5,Middle (30-44),Medium (20-40 min),9.44
530,42,Other,Htc Vive,9.3,10,2,Middle (30-44),Short (<20 min),1.25
531,29,Male,Playstation Vr,51.26,6,2,Young (18-29),Long (>40 min),3.47
532,30,Other,Htc Vive,30.49,9,3,Middle (30-44),Medium (20-40 min),3.06
533,28,Male,Playstation Vr,12.68,2,1,Young (18-29),Short (<20 min),4.44
534,49,Male,Htc Vive,24.61,10,3,Senior (45+),Medium (20-40 min),2.5
535,60,Other,Playstation Vr,22.42,8,1,Senior (45+),Medium (20-40 min),1.11
536,21,Male,Playstation Vr,8.5,10,1,Young (18-29),Short (<20 min),0.0
537,29,Male,Oculus Rift,34.98,6,4,Young (18-29),Medium (20-40 min),5.97
538,49,Male,Oculus Rift,27.81,7,5,Senior (45+),Medium (20-40 min),6.67
539,57,Female,Playstation Vr,18.74,3,1,Senior (45+),Short (<20 min),3.89
540,43,Other,Oculus Rift,42.63,8,5,Middle (30-44),Long (>40 min),6.11
541,28,Female,Playstation Vr,18.72,4,2,Young (18-29),Short (<20 min),4.58
542,26,Male,Playstation Vr,34.75,8,5,Young (18-29),Medium (20-40 min),6.11
543,59,Male,Htc Vive,33.45,10,4,Senior (45+),Medium (20-40 min),3.75
544,58,Female,Playstation Vr,58.4,4,1,Senior (45+),Long (>40 min),3.33
545,30,Female,Playstation Vr,53.37,2,4,Middle (30-44),Long (>40 min),8.19
546,53,Female,Htc Vive,47.66,5,5,Senior (45+),Long (>40 min),7.78
547,28,Other,Playstation Vr,26.04,5,4,Young (18-29),Medium (20-40 min),6.53
548,29,Other,Playstation Vr,44.8,6,4,Young (18-29),Long (>40 min),5.97
549,36,Other,Htc Vive,36.44,6,5,Middle (30-44),Medium (20-40 min),7.22
550,58,Female,Htc Vive,37.89,10,1,Senior (45+),Medium (20-40 min),0.0
551,48,Other,Htc Vive,22.93,6,1,Senior (45+),Medium (20-40 min),2.22
552,19,Female,Htc Vive,34.69,3,3,Young (18-29),Medium (20-40 min),6.39
553,23,Male,Oculus Rift,53.2,6,3,Young (18-29),Long (>40 min),4.72
554,44,Female,Playstation Vr,15.1,6,5,Middle (30-44),Short (<20 min),7.22
555,48,Male,Htc Vive,38.49,9,3,Senior (45+),Medium (20-40 min),3.06
556,31,Male,Playstation Vr,36.83,3,5,Middle (30-44),Medium (20-40 min),8.89
557,31,Other,Playstation Vr,37.24,8,5,Middle (30-44),Medium (20-40 min),6.11
558,55,Male,Playstation Vr,8.01,1,3,Senior (45+),Short (<20 min),7.5
559,34,Male,Htc Vive,28.51,4,5,Middle (30-44),Medium (20-40 min),8.33
560,42,Female,Playstation Vr,30.58,8,1,Middle (30-44),Medium (20-40 min),1.11
561,28,Male,Oculus Rift,16.04,8,4,Young (18-29),Short (<20 min),4.86
562,36,Female,Htc Vive,48.97,7,1,Middle (30-44),Long (>40 min),1.67
563,48,Other,Htc Vive,16.97,5,5,Senior (45+),Short (<20 min),7.78
564,40,Female,Playstation Vr,55.24,3,1,Middle (30-44),Long (>40 min),3.89
565,24,Female,Playstation Vr,21.69,10,4,Young (18-29),Medium (20-40 min),3.75
566,40,Female,Oculus Rift,46.59,3,2,Middle (30-44),Long (>40 min),5.14
567,25,Other,Playstation Vr,12.93,4,5,Young (18-29),Short (<20 min),8.33
568,42,Female,Playstation Vr,34.56,6,1,Middle (30-44),Medium (20-40 min),2.22
569,48,Other,Htc Vive,26.9,5,1,Senior (45+),Medium (20-40 min),2.78
570,40,Male,Oculus Rift,17.15,6,3,Middle (30-44),Short (<20 min),4.72
571,53,Female,Playstation Vr,46.75,8,4,Senior (45+),Long (>40 min),4.86
572,46,Female,Playstation Vr,39.1,6,1,Senior (45+),Medium (20-40 min),2.22
573,19,Other,Oculus Rift,17.48,8,2,Young (18-29),Short (<20 min),2.36
574,30,Male,Playstation Vr,44.1,4,2,Middle (30-44),Long (>40 min),4.58
575,51,Female,Oculus Rift,57.87,4,1,Senior (45+),Long (>40 min),3.33
576,23,Other,Oculus Rift,16.5,3,3,Young (18-29),Short (<20 min),6.39
577,55,Male,Playstation Vr,21.39,3,2,Senior (45+),Medium (20-40 min),5.14
578,33,Male,Playstation Vr,10.22,2,5,Middle (30-44),Short (<20 min),9.44
579,55,Female,Oculus Rift,52.87,8,2,Senior (45+),Long (>40 min),2.36
580,30,Male,Oculus Rift,24.91,7,4,Middle (30-44),Medium (20-40 min),5.42
581,51,Other,Htc Vive,54.02,10,1,Senior (45+),Long (>40 min),0.0
582,48,Male,Oculus Rift,55.94,8,4,Senior (45+),Long (>40 min),4.86
583,54,Male,Htc Vive,58.01,4,2,Senior (45+),Long (>40 min),4.58
584,58,Female,Oculus Rift,54.28,1,2,Senior (45+),Long (>40 min),6.25
585,39,Male,Playstation Vr,13.42,8,3,Middle (30-44),Short (<20 min),3.61
586,41,Female,Htc Vive,6.96,1,2,Middle (30-44),Short (<20 min),6.25
587,39,Other,Playstation Vr,54.75,7,5,Middle (30-44),Long (>40 min),6.67
588,46,Other,Htc Vive,34.13,6,3,Senior (45+),Medium (20-40 min),4.72
589,18,Female,Playstation Vr,25.16,1,3,Young (18-29),Medium (20-40 min),7.5
590,27,Other,Oculus Rift,44.87,6,4,Young (18-29),Long (>40 min),5.97
591,36,Female,Htc Vive,24.39,5,4,Middle (30-44),Medium (20-40 min),6.53
592,19,Male,Playstation Vr,41.78,5,5,Young (18-29),Long (>40 min),7.78
593,43,Male,Oculus Rift,35.19,6,1,Middle (30-44),Medium (20-40 min),2.22
594,45,Other,Htc Vive,51.33,2,3,Senior (45+),Long (>40 min),6.94
595,35,Female,Oculus Rift,42.61,7,3,Middle (30-44),Long (>40 min),4.17
596,20,Other,Htc Vive,11.75,2,2,Young (18-29),Short (<20 min),5.69
597,60,Female,Playstation Vr,41.39,2,3,Senior (45+),Long (>40 min),6.94
598,57,Other,Htc Vive,48.86,8,4,Senior (45+),Long (>40 min),4.86
599,52,Male,Oculus Rift,33.35,8,2,Senior (45+),Medium (20-40 min),2.36
600,45,Female,Htc Vive,23.07,10,4,Senior (45+),Medium (20-40 min),3.75
601,41,Male,Oculus Rift,8.04,2,4,Middle (30-44),Short (<20 min),8.19
602,35,Male,Playstation Vr,48.72,3,4,Middle (30-44),Long (>40 min),7.64
603,32,Female,Htc Vive,46.05,2,3,Middle (30-44),Long (>40 min),6.94
604,33,Other,Oculus Rift,54.32,7,3,Middle (30-44),Long (>40 min),4.17
605,34,Female,Playstation Vr,33.03,4,5,Middle (30-44),Medium (20-40 min),8.33
606,50,Other,Oculus Rift,26.55,1,3,Senior (45+),Medium (20-40 min),7.5
607,49,Male,Htc Vive,48.54,2,5,Senior (45+),Long (>40 min),9.44
608,33,Female,Htc Vive,10.26,6,2,Middle (30-44),Short (<20 min),3.47
609,45,Female,Playstation Vr,42.48,1,3,Senior (45+),Long (>40 min),7.5
610,36,Female,Htc Vive,41.74,5,3,Middle (30-44),Long (>40 min),5.28
611,59,Female,Htc Vive,32.56,6,2,Senior (45+),Medium (20-40 min),3.47
612,51,Other,Playstation Vr,10.62,5,5,Senior (45+),Short (<20 min),7.78
613,40,Female,Htc Vive,37.04,10,5,Middle (30-44),Medium (20-40 min),5.0
614,41,Male,Oculus Rift,51.55,2,5,Middle (30-44),Long (>40 min),9.44
615,32,Male,Htc Vive,42.41,1,2,Middle (30-44),Long (>40 min),6.25
616,47,Male,Htc Vive,57.73,3,3,Senior (45+),Long (>40 min),6.39
617,18,Male,Oculus Rift,55.58,6,4,Young (18-29),Long (>40 min),5.97
618,32,Female,Playstation Vr,21.12,3,5,Middle (30-44),Medium (20-40 min),8.89
619,38,Female,Htc Vive,41.71,2,3,Middle (30-44),Long (>40 min),6.94
620,59,Female,Htc Vive,30.56,4,5,Senior (45+),Medium (20-40 min),8.33
621,28,Female,Oculus Rift,36.23,5,4,Young (18-29),Medium (20-40 min),6.53
622,46,Male,Oculus Rift,42.12,1,1,Senior (45+),Long (>40 min),5.0
623,18,Male,Playstation Vr,58.33,7,3,Young (18-29),Long (>40 min),4.17
624,45,Other,Oculus Rift,52.31,5,2,Senior (45+),Long (>40 min),4.03
625,30,Male,Oculus Rift,22.83,5,1,Middle (30-44),Medium (20-40 min),2.78
626,32,Female,Htc Vive,28.43,4,4,Middle (30-44),Medium (20-40 min),7.08
627,36,Other,Htc Vive,47.02,9,3,Middle (30-44),Long (>40 min),3.06
628,28,Female,Playstation Vr,8.49,2,2,Young (18-29),Short (<20 min),5.69
629,58,Female,Htc Vive,39.64,1,3,Senior (45+),Medium (20-40 min),7.5
630,37,Male,Oculus Rift,34.19,7,4,Middle (30-44),Medium (20-40 min),5.42
631,40,Female,Oculus Rift,56.38,4,5,Middle (30-44),Long (>40 min),8.33
632,29,Female,Htc Vive,27.63,6,3,Young (18-29),Medium (20-40 min),4.72
633,52,Other,Playstation Vr,16.46,1,1,Senior (45+),Short (<20 min),5.0
634,52,Female,Oculus Rift,57.32,6,3,Senior (45+),Long (>40 min),4.72
635,23,Female,Htc Vive,39.21,7,5,Young (18-29),Medium (20-40 min),6.67
636,29,Female,Oculus Rift,25.12,2,5,Young (18-29),Medium (20-40 min),9.44
637,34,Other,Oculus Rift,38.57,10,1,Middle (30-44),Medium (20-40 min),0.0
638,56,Male,Oculus Rift,51.55,2,4,Senior (45+),Long (>40 min),8.19
639,58,Other,Playstation Vr,43.48,3,2,Senior (45+),Long (>40 min),5.14
640,31,Female,Playstation Vr,28.11,7,5,Middle (30-44),Medium (20-40 min),6.67
641,40,Other,Htc Vive,59.86,8,5,Middle (30-44),Long (>40 min),6.11
642,19,Male,Playstation Vr,5.22,7,5,Young (18-29),Short (<20 min),6.67
643,35,Male,Oculus Rift,16.05,10,4,Middle (30-44),Short (<20 min),3.75
644,51,Female,Oculus Rift,42.9,2,4,Senior (45+),Long (>40 min),8.19
645,21,Male,Oculus Rift,9.14,10,5,Young (18-29),Short (<20 min),5.0
646,44,Other,Oculus Rift,19.7,3,4,Middle (30-44),Short (<20 min),7.64
647,54,Other,Oculus Rift,44.89,1,5,Senior (45+),Long (>40 min),10.0
648,27,Other,Oculus Rift,38.04,2,5,Young (18-29),Medium (20-40 min),9.44
649,52,Female,Htc Vive,35.61,1,4,Senior (45+),Medium (20-40 min),8.75
